Name,Categories,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price,Latitude,Longitude
Café Plume,Brasseries,3.5,"164 rue Saint-Honoré, Paris",48.862233,2.339744,30,735.7310071700884,33142602766.0,False,€€,48.856452,2.334852
Le Néo Café,"French, Bars",3.5,"126 boulevard Saint-Germain, Paris",48.852482,2.339736,27,567.9447585467046,33974735519.0,False,€€€,48.856452,2.334852
Le Hibou,"Bistros, Bars",3.0,"16 carrefour de l'Odéon, Paris",48.8515168,2.338431,89,608.0436817588659,33143549691.0,False,€€€,48.856452,2.334852
Les Deux Palais,"Brasseries, Breakfast & Brunch",3.5,"3 boulevard du Palais, Paris",48.855103,2.346019,92,830.6572411905282,33143542086.0,False,€€€,48.856452,2.334852
Maison Landemaine,"Bakeries, Salad, Sandwiches",4.5,"26 rue des Martyrs, Paris",48.87832,2.33975,25,215.7364756336705,33140160342.0,False,€€,48.879296,2.33736
The Frog & Underground,"Pubs, American (Traditional), Brasseries",4.5,"176 rue Montmartre, Paris",48.871088,2.343115,45,1005.0451514809832,33144820472.0,False,€€,48.879296,2.33736
Le Pigalle,"Hotels, Bars, French",4.0,"9 rue Frochot, Paris",48.8816185,2.33727,24,257.34307209391716,33148783714.0,False,€€€,48.879296,2.33736
Le Pain Quotidien,"Bakeries, Coffee & Tea, Breakfast & Brunch",4.0,"54 rue des Martyrs, Paris",48.8798630733843,2.34026033179163,22,221.26294137117384,33142819209.0,False,€€,48.879296,2.33736
Bistrot Smiley,"Bistros, Cocktail Bars",4.0,"37 rue des Martyrs, Paris",48.8792686,2.3398499,25,173.73608157146822,33153200067.0,False,€€,48.879296,2.33736
Pedzouille,"Bistros, Steakhouses",4.5,"66 rue du Faubourg Poissonnière, Paris",48.876133,2.348528,25,889.2101940289419,33986404242.0,False,€€,48.879296,2.33736
Lazare,"French, Brasseries",4.0,"Parvis de la Gare Saint-Lazare, Paris",48.876683,2.325271,73,930.5802608524054,33144908080.0,False,€€€,48.879296,2.33736
Bo Man Café,"Brasseries, Cafes, French, Coffee & Tea",4.0,"33 Rue Notre Dame De Lorette, Paris",48.87898,2.33686,24,50.70847133077089,33144637041.0,False,€€,48.879296,2.33736
Café Marguerite,Brasseries,4.5,"28 rue des Martyrs, Paris",48.8785136901908,2.33986740145586,12,202.9387529623422,33171607076.0,False,€€,48.879296,2.33736
La Mascotte,"Brasseries, Bars",4.0,"52 rue des Abbesses, Paris",48.88561,2.3354092,61,716.4389627374932,33146062815.0,False,€€€,48.879296,2.33736
Lakshmi Bhavan,Indian,4.5,"57 rue Rodier, Paris",48.8810196,2.34411,25,529.9035134740925,33145266187.0,False,€€,48.879296,2.33736
Le Richer,"French, Wine Bars",4.0,"2 rue Richer, Paris",48.874131,2.3476848,74,948.652346037375,33967291843.0,False,€€€,48.879296,2.33736
Café de la Paix,"French, Breakfast & Brunch, Seafood",3.5,"5 place de l'Opéra, Paris",48.870878,2.331753,246,1021.9108844897293,33140073636.0,False,€€€,48.879296,2.33736
Rouge Bis,Brasseries,4.0,"7 place Blanche, Paris",48.8837021,2.3319197,95,631.116122587536,33140164536.0,False,€€,48.879296,2.33736
Tea Follies,French,3.0,"2 Place Gustave Toudouze, Paris",48.87943,2.33749,27,22.83795805695644,33142813603.0,False,€€€,48.879296,2.33736
La Crème de Paris,"Ice Cream & Frozen Yogurt, Gluten-Free, Creperies",4.0,"4 rue du Faubourg Montmartre, Paris",48.871955,2.343232,151,922.3379593262332,33148248950.0,False,€€,48.879296,2.33736
Café des Deux Moulins,Brasseries,3.0,"15 rue Lepic, Paris 18",48.8849297,2.333624,184,683.4257827476318,33142549050.0,False,€€,48.879296,2.33736
La Terrasse Choron,"Cafes, French",4.0,"4 Rue Choron, Paris",48.87755,2.34092,7,324.74774766817916,33142814314.0,False,€€,48.879296,2.33736
Coquelicot,"Bakeries, Breakfast & Brunch",3.5,"24 rue des Abbesses, Paris",48.88476,2.33762,150,607.8747883278576,33146061877.0,False,€€,48.879296,2.33736
Le Grand Café des Capucines,French,3.0,"4 boulevard des Capucines, Paris",48.871327,2.333537,139,929.165905289782,33143121900.0,False,€€€,48.879296,2.33736
A la Place Saint Georges,Brasseries,3.5,"60 rue St Georges, Paris",48.87833,2.33757,19,108.49642613425166,33142803932.0,False,€€,48.879296,2.33736
Le Sancerre,"Brasseries, Cafes",3.5,"35 Rue Abbesses, Paris",48.88503,2.33704,101,638.0296405349083,33142580820.0,False,€€€,48.879296,2.33736
Mamie Burger,Burgers,4.0,"21 rue du Faubourg Montmartre, Paris",48.87312,2.34293,24,793.1201319232905,33981457292.0,False,€€,48.879296,2.33736
Café Limo,Italian,3.0,"4 place Gustave Toudouze, Paris",48.8795153521288,2.33727080257273,7,25.258396391781936,33148783984.0,False,€€,48.879296,2.33736
Maria Magdalena,"Cocktail Bars, Tapas/Small Plates",3.5,"41 rue de la Rochefoucauld, Paris",48.87982,2.33498,8,188.2179673010596,33674023989.0,False,€€€,48.879296,2.33736
Le Pain Quotidien,"Breakfast & Brunch, Bakeries, Coffee & Tea",4.5,"108 rue Saint Lazare, Paris",48.8755965146554,2.32529720978698,15,973.3491243554956,33140084330.0,False,€€,48.879296,2.33736
Wepler,Brasseries,3.5,"14 place de Clichy, Paris",48.883989,2.328086,109,855.69650113508,33145225324.0,False,€€€,48.879296,2.33736
Café le Baron,"French, Wine Bars, Cocktail Bars",3.0,"11 rue Châteaudun, Paris",48.87573,2.340637,73,463.3016868917009,33148781368.0,False,€€,48.879296,2.33736
Corso,Italian,3.5,"10 ave Trudaine, Paris",48.881895175377,2.345263582166,47,646.1842604633333,33148785581.0,False,€€,48.879296,2.33736
La Crémaillère 1900,"French, Cabaret",3.5,"15 place du Tertre, Paris",48.88653,2.34053,50,845.8851628078357,33146065859.0,False,€€€,48.879296,2.33736
Le Chat Noir 1881,"Lounges, French, Brasseries",3.5,"68 boulevard de Clichy, Paris",48.8836260019127,2.33405392616987,57,538.7700328544908,33146069428.0,False,€€€,48.879296,2.33736
Clichy's Tavern,"Belgian, Beer Bar",4.0,"128 bis bd Clichy, Paris",48.8847,2.32922,57,845.7531179740217,33142949965.0,False,€€,48.879296,2.33736
L'Entracte,Brasseries,3.5,"1 rue Auber, Paris",48.871129,2.331325,40,1009.693744991794,33147422625.0,False,€€€,48.879296,2.33736
Le Relais de la Butte,French,3.5,"12 rue Ravignan, Paris",48.885782,2.338096,63,723.2234135169534,33142232434.0,False,€€,48.879296,2.33736
Moloko Paris,"Japanese, Cocktail Bars",5.0,"26 rue Pierre Fontaine, Paris",48.88223,2.33377,3,414.5838440769417,33142068724.0,False,€€,48.879296,2.33736
Café Madeleine,"Cafes, Brasseries",3.0,"1 rue Tronchet, Paris",48.87103,2.32497,70,1251.410884768025,33142652191.0,False,€€,48.879296,2.33736
Maison Landemaine,"Bakeries, Salad, Sandwiches",4.0,"56 rue de Clichy, Paris",48.880898,2.328875,26,645.5453612604374,33954039556.0,False,€€€€,48.879296,2.33736
Le Gramont,Bistros,4.5,"15 boulevard des Italiens, Paris",48.87132,2.3372099,20,887.4485441374474,33142975850.0,False,€€€€,48.879296,2.33736
Braun Notes,"Coffee & Tea, Breakfast & Brunch",4.5,"31-33 rue de Mogador, Paris",48.8758317288875,2.33099130479798,14,604.3988387607191,NA,False,€€,48.879296,2.33736
La Rotonde,"Brasseries, Breakfast & Brunch, Bars",3.0,"2 place d'Estienne d'Orves, Paris",48.8766575770586,2.33261584047159,18,454.3502154124511,33148742391.0,False,€€,48.879296,2.33736
Le Vrai Paris,"Brasseries, Wine Bars",3.5,"33 rue des Abbesses, Paris",48.88497,2.3372,70,631.0370871581512,33142622568.0,False,€€,48.879296,2.33736
Le Dunkerque,"Brasseries, Cocktail Bars, French",3.5,"1 avenue Trudaine, Paris",48.8817482,2.3462999,24,714.1389944029679,33142811134.0,False,€€,48.879296,2.33736
Brasserie Barbès,"Cocktail Bars, French, Cafes",3.0,"2 bd Barbès, Paris",48.8838824130061,2.35008113086224,61,1060.8409078273075,33185152230.0,False,€€€,48.879296,2.33736
Le Petit Poucet,"Bars, Cafes",2.5,"5 place de Clichy, Paris",48.88345,2.3272,64,874.8320002029662,33145223676.0,False,€€,48.879296,2.33736
Mon Paris,"Cocktail Bars, Brasseries",3.5,"6 rue Edouard VII, Paris",48.8708418927069,2.32927461719669,24,1110.556765394041,33142948603.0,False,€€,48.879296,2.33736
Mae Café,Restaurants,4.0,"42 rue SaintGeorges, Paris",48.8768806,2.33722,3,262.0699331866771,33148780994.0,False,€€,48.879296,2.33736
Triadou Haussmann,"French, Bars, Brasseries",3.0,"80 bd Haussmann, Paris",48.8741440339748,2.32554371580972,76,1036.7783561934273,33143874767.0,False,€€,48.879296,2.33736
La Taverne,Brasseries,4.0,"24 boulevard des Italiens, Paris",48.8715389,2.3362824,18,866.133310193974,33155331000.0,False,€€,48.879296,2.33736
L'Opéra Restaurant,Restaurants,3.0,"Palais Garnier, Paris",48.8720826136232,2.33253479003906,41,876.2778823438734,33142688680.0,False,€€€,48.879296,2.33736
Vertical'Art Pigalle,"Climbing, Brasseries",4.0,"6 boulevard de Clichy, Paris",48.8824487,2.339059,2,371.934432822917,33140250955.0,False,€€€,48.879296,2.33736
Chez Troquette,French,5.0,"1 rue Saint-Maur, Paris",48.85866,2.38339,12,737.4983212444724,33143739066.0,False,€€,48.855908,2.392571
L'Armagnac,Bistros,4.0,"104 rue Charonne, Paris",48.854496,2.384889,38,583.5143252700242,33143714943.0,False,€€,48.855908,2.392571
Maison Landemaine,"Bakeries, Salad, Sandwiches",4.5,"121 rue de Charonne, Paris",48.8548729472644,2.38575886934996,11,511.4708080083407,33143713306.0,False,€€,48.855908,2.392571
Chez Prosper,Bistros,3.5,"7 avenue du Trône, Paris",48.848554304744,2.3983338856896,280,919.9727092987672,33143730851.0,False,€€,48.855908,2.392571
La Belle Équipe,"Bistros, French, Cafes",4.5,"92 rue de Charonne, Paris",48.85384,2.38197,36,807.4700630064053,33143718958.0,False,€€,48.855908,2.392571
En attendant l'or,"Pubs, French",3.5,"6 rue Faidherbe, Paris",48.850661373888,2.3845008934232,65,829.9984719945213,33143714310.0,False,€€,48.855908,2.392571
L'Usine Charonne,"Breakfast & Brunch, Tapas/Small Plates, Cocktail Bars",3.5,"1 rue d'Avron, Paris",48.851477,2.39867,45,664.7187293117896,33143730853.0,False,€€,48.855908,2.392571
L'Office,Cafes,3.5,"148 bd de Charonne, Paris",48.8564534,2.3947267,10,183.23926939329183,33143702622.0,False,€€€,48.855908,2.392571
L'Abribus Café,"Moroccan, French, Bars",4.0,"56 rue de Bagnolet, Paris",48.85737,2.3992,53,507.9493465356913,33143717818.0,False,€,48.855908,2.392571
Café Le Papillon,"French, Wine Bars, Bistros",4.0,"144 rue de Bagnolet, Paris",48.85973,2.40224,14,825.263130270932,33143733855.0,False,€€,48.855908,2.392571
Le Bistrot d'Avron,French,4.0,"17 rue d'Avron, Paris",48.85164,2.39967,13,699.7282614927248,33140098158.0,False,€€,48.855908,2.392571
Café Marco Polo,Brasseries,3.5,"8-10 avenue du Trône, Paris",48.8479,2.39802,62,975.5921763345902,33143432619.0,False,€€,48.855908,2.392571
L'Artiste,"French, Cocktail Bars, Breakfast & Brunch",4.0,"153 rue de la Roquette, Paris",48.85952,2.38652,47,600.3232050541156,33143799619.0,False,€€,48.855908,2.392571
Les Funambules,"French, Breakfast & Brunch",3.5,"12 rue Faidherbes, Paris",48.85118221,2.3840757,89,813.8687581695907,33143708370.0,False,€€,48.855908,2.392571
La Poulette de Grain,Cafes,3.5,"261 rue du faubourg Saint-Antoine, Paris",48.8498383,2.38709,14,776.7760184685478,33142529124.0,False,€€€,48.855908,2.392571
Aux Tables du Père Lachaise,Bistros,4.0,"44 bd de Ménilmontant, Paris",48.86322,2.38752,19,893.5740538420306,33950970076.0,False,€€,48.855908,2.392571
Le Bidule,"Bars, Bistros, French",3.5,"2 Rue Faidherbe, Paris",48.85027,2.38451,22,860.6862874165225,33143716950.0,False,€€,48.855908,2.392571
Le Dalou,"French, Seafood, Brasseries",3.5,"30 place de la Nation, Paris",48.84778,2.3974,63,974.079422996271,33143434138.0,False,€€€,48.855908,2.392571
L'Ingénu Café,"Bars, Brasseries",3.5,"184 bd Voltaire, Paris",48.8546669,2.3853294,13,547.4535435537717,33143705159.0,False,€,48.855908,2.392571
Sushivilla,"Food Delivery Services, Japanese",4.0,"216 Rue Fbg St Antoine, Paris",48.84971,2.38702,7,799.9006689532023,33143486605.0,False,€€,48.855908,2.392571
Bistrot 79,"Bistros, Bars",4.0,"79 bd Diderot, Paris",48.8475849,2.387061,7,1009.4275323268532,33143724540.0,False,€,48.855908,2.392571
Indiana Café,American (Traditional),3.0,"2 place Gambetta, Paris",48.864765926952,2.3987548958524,15,1083.9301860338142,33147979001.0,False,€€,48.855908,2.392571
Artisan Boulanger,"Bakeries, Sandwiches, Chocolatiers & Shops",3.5,"7 rue de Bagnolet, Paris",48.85663,2.39503,2,197.04452143598695,33143702753.0,False,€€,48.855908,2.392571
Mama Shelter - Restaurant-Bar-Pizzeria,"Pizza, Bars, French",3.5,"109 rue de Bagnolet, Paris",48.85964,2.40286,4,903.461067244274,33143484545.0,False,€€€,48.855908,2.392571
Maison Landemaine,"Bakeries, Sandwiches, Salad",4.0,"130 rue de la Roquette, Paris",48.85741,2.37993,4,938.0161183680544,33143799803.0,False,€€€,48.855908,2.392571
Le Mademoiselle,"Brasseries, French, Cocktail Bars",4.0,"14 ave Philippe Auguste, Paris",48.85022,2.39475,4,652.2178576897977,33143480222.0,False,€€€,48.855908,2.392571
Comptoir Voltaire,Cafes,4.0,"253 boulevard Voltaire, Paris",48.850374,2.393102,8,616.5294830633072,33143734054.0,False,€€,48.855908,2.392571
Les Blouses Blanches,"Lounges, Tapas Bars, Breakfast & Brunch",3.5,"186 du Faubourg Saint Antoine, Paris",48.850189215175,2.3830640935236,17,942.3895067074844,33614331037.0,False,€€,48.855908,2.392571
Cafe Moco,Cafes,4.0,"177 boulevard Voltaire, Paris",48.8542369501078,2.38646663725376,8,483.6804770450572,33648521715.0,False,€€,48.855908,2.392571
Yoshi,"Japanese, Sushi Bars",3.5,"193 boulevard Voltaire, Paris",48.85315,2.38797,5,455.3229648780446,33143481708.0,False,€€,48.855908,2.392571
Au Rond-Point,French,2.5,"67 boulevard de Ménilmontant, Paris",48.862683,2.387243,20,848.2392370586584,33140211335.0,False,€€,48.855908,2.392571
Irish Corner,Irish,2.5,"26 place Nation, Paris",48.84752,2.3970699,27,989.0455366002996,33143075150.0,False,€€€,48.855908,2.392571
Les Argentiers,Brasseries,3.5,"24 rue de Reuilly, Paris",48.8470639,2.386908,9,1067.0888249619445,33143432512.0,False,€€,48.855908,2.392571
jiliya,Chinese,4.5,"7 Avenue Philippe Auguste, Paris",48.848394,2.39591,6,870.461512314144,33143711703.0,False,€€,48.855908,2.392571
Maison Landemaine,"Bakeries, Salad, Sandwiches",3.5,"136 rue de la Roquette, Paris",48.857746,2.381017,11,869.6334934873861,33967066598.0,False,€€,48.855908,2.392571
Le Comptoir Parmentier,"Restaurants, Bars",3.5,"6 Avenue Parmentier, Paris",48.85896,2.3796,11,1007.7965460919652,33143790138.0,False,€€,48.855908,2.392571
Chez Lui,"Wine Bars, French",4.0,"67 rue Saint-Maur, Paris",48.86292,2.37931,8,1249.3186484625198,33143383702.0,False,€€,48.855908,2.392571
Les Polissons,"Modern European, French, Steakhouses",5.0,"1 avenue Gambetta, Paris",48.863289,2.388517,1,872.7076318577914,33142549015.0,False,€€€,48.855908,2.392571
Au Cadran Voltaire,French,2.5,"109 boulevard Voltaire, Paris",48.857648,2.380808,20,882.0487534735769,33143790713.0,False,€€,48.855908,2.392571
Charlotte,"Modern European, Cafes",3.0,"4 rue Belgrand, Paris",48.86485,2.39906,13,1101.8627948337012,33143490593.0,False,€€,48.855908,2.392571
Café Zadig,"French, Cafes",3.5,"164 ave Ledru Rollin, Paris",48.8566017,2.37939,5,966.6577406454696,33143727947.0,False,€€,48.855908,2.392571
Lutèce Café,Brasseries,2.5,"50 boulevard de Charonne, Paris",48.85185,2.39836,3,619.3018373082737,33143713768.0,False,€€,48.855908,2.392571
Le Quartier Rouge,"Bars, Piano Bars, French",3.5,"52 rue de Bagnolet, Paris",48.85722,2.3988299,3,480.86440967151555,33181294299.0,False,€€,48.855908,2.392571
Bar de la Place Edith Piaf,French,3.5,"22 rue de la Py, Paris",48.864798864998,2.4056630808216,7,1376.5129570839028,33143610932.0,False,€,48.855908,2.392571
La Perle de Dalian,Chinese,4.0,"13 Rue Petion, Paris",48.85881,2.38147,1,873.8932664887018,33143671881.0,False,€,48.855908,2.392571
McDonald's,"Fast Food, Burgers",2.0,"Place Léon Blum, Paris",48.857488,2.380261,2,917.5623562131912,33155258888.0,False,€€,48.855908,2.392571
Au Bec Salé,"Bars, French",3.5,"119 rue de la Roquette, Paris",48.85814,2.3817499,3,829.1979192719534,33143791296.0,False,€€,48.855908,2.392571
Artisan Boulanger,"Bakeries, Sandwiches",4.0,"67 rue Saint-Maur, Paris",48.86292,2.37931,2,1249.3186484625198,NA,False,€€,48.855908,2.392571
Au Petit Panisse,Brasseries,5.0,"35 rue de Montreuil, Paris",48.8515,2.386571,1,657.9388209841073,33143713790.0,False,€€,48.855908,2.392571
Le Phenix,"Creperies, Brasseries",2.0,"234 rue du Faubourg Saint-Antoine, Paris",48.849304,2.388727,1,786.2931777838846,33143708322.0,False,€€,48.855908,2.392571
Chez Julia et Ryan,Bistros,5.0,"40 rue Baulant, Paris",48.8411364,2.3873437,1,34.86980716245959,33182099496.0,False,€€,48.840855,2.387555
Chez Prosper,Bistros,3.5,"7 avenue du Trône, Paris",48.848554304744,2.3983338856896,280,1164.0683209565652,33143730851.0,False,€€,48.840855,2.387555
Frog,"Pubs, Burgers, Breakfast & Brunch",3.0,"25 cour Saint Émilion, Paris",48.83318,2.38663,181,856.1353535721067,33143407071.0,False,€€,48.840855,2.387555
L'Arrosoir,"French, Cocktail Bars",3.5,"75 avenue Daumesnil, Paris",48.8461456054576,2.37810809693907,65,907.720417821482,33143436458.0,False,€€,48.840855,2.387555
L'Inédit Café,"Bistros, Cafes",4.0,"4 rue Taine, Paris",48.8376,2.39163,95,469.00879600960417,33143432180.0,False,€€,48.840855,2.387555
Café Marco Polo,Brasseries,3.5,"8-10 avenue du Trône, Paris",48.8479,2.39802,62,1095.4808828408588,33143432619.0,False,€€,48.840855,2.387555
Prêt à Manger,"Sandwiches, Salad, Soup",4.0,"Place Louis Armand, Paris",48.845224,2.373966,17,1106.7456082335243,33144757653.0,False,€€,48.840855,2.387555
La Poulette de Grain,Cafes,3.5,"261 rue du faubourg Saint-Antoine, Paris",48.8498383,2.38709,14,1004.9302040163114,33142529124.0,False,€€€,48.840855,2.387555
Chez Coquille,"Brasseries, Bistros",4.5,"7 boulevard de Reuilly, Paris",48.839304,2.390373,2,268.86687535371436,33143430993.0,False,€€,48.840855,2.387555
Le Dalou,"French, Seafood, Brasseries",3.5,"30 place de la Nation, Paris",48.84778,2.3974,63,1053.8245087463567,33143434138.0,False,€€€,48.840855,2.387555
Au Métro,Brasseries,3.0,"8 place Felix-Eboué, Paris",48.839129998668,2.3960876917174,28,653.2690815102823,33143408196.0,False,€€,48.840855,2.387555
Eric Kayser,"Bakeries, French, Patisserie/Cake Shop",3.0,"41 cours Saint Emilion, Paris",48.83335,2.3867,40,836.8897201257531,33143460889.0,False,€€,48.840855,2.387555
Partie de Campagne,French,2.5,"36 cour Saint Emilion, Paris",48.83318,2.38663,77,856.1353535721067,33143404411.0,False,€€,48.840855,2.387555
Bistrot 79,"Bistros, Bars",4.0,"79 bd Diderot, Paris",48.8475849,2.387061,7,749.1677347773408,33143724540.0,False,€,48.840855,2.387555
Le Bistrologue,French,3.5,"74 bd Diderot, Paris",48.846624662714,2.3819836326625,30,760.1129971366663,33140019031.0,False,€€,48.840855,2.387555
Sushivilla,"Food Delivery Services, Japanese",4.0,"216 Rue Fbg St Antoine, Paris",48.84971,2.38702,7,985.3731784585848,33143486605.0,False,€€,48.840855,2.387555
Hôtel du Printemps,"Hotels, Breakfast & Brunch",4.0,"80 bd de Picpus, Paris",48.84418,2.40072,6,1031.9224080819624,33143436231.0,False,€€,48.840855,2.387555
Maison Landemaine,"Bakeries, Salad, Sandwiches",4.0,"2 rue Crozatier, Paris",48.84496,2.38317,4,557.9338633261186,33953518700.0,False,€€,48.840855,2.387555
La Terrasse de Bercy,"Brasseries, Bistros, Bars",3.0,"102 rue de Bercy, Paris",48.839004136373,2.38095905631781,6,524.7724329600727,33143070407.0,False,€€€,48.840855,2.387555
Irish Corner,Irish,2.5,"26 place Nation, Paris",48.84752,2.3970699,27,1016.8653165986832,33143075150.0,False,€€€,48.840855,2.387555
Les Argentiers,Brasseries,3.5,"24 rue de Reuilly, Paris",48.8470639,2.386908,9,691.9841261113937,33143432512.0,False,€€,48.840855,2.387555
jiliya,Chinese,4.5,"7 Avenue Philippe Auguste, Paris",48.848394,2.39591,6,1037.544699143191,33143711703.0,False,€€,48.840855,2.387555
Robata,"Japanese, Sushi Bars",3.0,"96 rue Claude Decaen, Paris",48.8386567034974,2.39638118121202,17,690.6619694312136,33143076879.0,False,€€,48.840855,2.387555
Le Penty,"Bars, French",4.0,"11 rue de Cotte, Paris",48.84897,2.37729,5,1182.805618019844,33143409072.0,False,€€,48.840855,2.387555
Bercy Cafe,Brasseries,2.0,"118 rue de Bercy, Paris",48.8399,2.37955,13,595.3854849361436,33143434429.0,False,€€,48.840855,2.387555
Les Spectacles,"French, American (Traditional), Pizza",3.5,"110 rue Bercy, Paris",48.8394,2.38027,9,557.1608140419177,33144758484.0,False,€€€,48.840855,2.387555
Kfé d'Aujourd'hui,"Brasseries, Cafes",3.0,"1 place d'Aligre, Paris",48.8494,2.37778,11,1199.7043350146653,33953939357.0,False,€€,48.840855,2.387555
Anco,Bistros,4.5,"108 rue de Bercy, Paris",48.8393210190259,2.38063484430313,2,534.4064447226488,33144680761.0,False,€€,48.840855,2.387555
Le Restaurant 217,Brasseries,4.0,"217 avenue Daumesnil, Paris",48.83852,2.39908,5,885.9328201447469,33954257570.0,False,€€,48.840855,2.387555
Le Maximilien,Brasseries,5.0,"28 boulevard Diderot, Paris",48.845893,2.375285,1,1058.3117026773689,33143436783.0,False,€€,48.840855,2.387555
La Boutique à Boire et à Manger,Cafes,2.5,"157 rue de Charenton, Paris",48.8447609,2.3836801,4,518.2959068068781,33146283221.0,False,€€,48.840855,2.387555
Brioche Dorée,"Bakeries, Salad, Sandwiches",2.0,"Gare de Lyon, Paris",48.8456612,2.37376,5,1037.78851013874,33144757655.0,False,€,48.840855,2.387555
Au Va et Vient,"Coffee & Tea, Brasseries",3.5,"6 Place Félix Eboué, Paris",48.83939,2.39577,6,622.9000610068229,33143444636.0,False,€€,48.840855,2.387555
McDonald's,"Fast Food, Burgers",1.0,"Place Henri Frenay, Paris",48.84468,2.375756,1,962.5048197557971,33144747224.0,False,€€,48.840855,2.387555
La Grille,"Bars, French",3.0,"4 place d'Aligre, Paris",48.848669458529,2.37774184051023,1,1127.2261805361868,33613870913.0,False,€€,48.840855,2.387555
Le Phenix,"Creperies, Brasseries",2.0,"234 rue du Faubourg Saint-Antoine, Paris",48.849304,2.388727,1,943.3571987962296,33143708322.0,False,€€,48.840855,2.387555
Le Gevaudan d'Aligre,"Bars, French",2.5,"19 rue d'Aligre, Paris",48.8497,2.3787,2,1177.7571565476385,33143416912.0,False,€€,48.840855,2.387555
Les Antiquaires,Bistros,4.5,"13 rue du Bac, Paris",48.8580664639432,2.32823697067099,458,787.8203760285148,33142610836.0,False,€€€,48.851296,2.325062
Le Pain Quotidien,"Breakfast & Brunch, Bakeries, Coffee & Tea",4.0,"25 rue de Varenne, Paris",48.85386,2.32417,62,280.7941915363053,33145440210.0,False,€€,48.851296,2.325062
Café Cassette,"Breakfast & Brunch, French, Wine Bars",3.5,"73 rue de Rennes, Paris",48.85108,2.33069,70,412.5056659905221,33145485378.0,False,€€,48.851296,2.325062
Café Louise,"Cafes, Brasseries",4.0,"155 bd Saint Germain, Paris",48.853878376742,2.3321086257314,105,590.1316057132492,33142228898.0,False,€€,48.851296,2.325062
Les Fauves,"French, Breakfast & Brunch",4.5,"33 boulevard Edgar Quinet, Paris",48.84256,2.322584,16,988.2214801324214,33172385892.0,False,€€€,48.851296,2.325062
Les Deux Magots,Cafes,3.5,"6 place Saint-Germain des Prés, Paris",48.85389,2.33336,395,672.1563513328298,33145485525.0,False,€€€,48.851296,2.325062
Le Restaurant,"French, Breakfast & Brunch",4.5,"13 rue des Beaux-Arts, Paris",48.85635,2.33524,36,930.1708848053167,33144419901.0,False,€€€€,48.851296,2.325062
Huguette,Seafood,4.0,"81 rue de Seine, Paris",48.8532753282413,2.337029,67,902.8220117930988,33143250028.0,False,€€,48.851296,2.325062
Café de Flore,Cafes,3.5,"172 boulevard Saint-Germain, Paris",48.854161,2.332603,495,637.0976538577814,33145485526.0,False,€€€,48.851296,2.325062
La Coupole,"Brasseries, Seafood",3.5,"102 boulevard du Montparnasse, Paris",48.8424,2.32835,270,1018.0784270188612,33143201420.0,False,€€€,48.851296,2.325062
Maison Sauvage,"French, Breakfast & Brunch",4.0,"5 rue de Buci, Paris",48.85366,2.33806,62,988.9658884793278,33146342626.0,False,€€,48.851296,2.325062
L'Atlas,"French, Seafood",3.5,"11 rue Buci, Paris",48.853644,2.33762,99,955.1946094279774,33140512630.0,False,€€€,48.851296,2.325062
Le Pré aux Clercs,"French, Bars",3.5,"30 rue Bonaparte, Paris",48.8554,2.33383,79,789.6532335531207,33143544173.0,False,€€,48.851296,2.325062
Le Trait d'Union,French,3.5,"122 rue de Rennes, Paris",48.84677,2.32651,35,508.4659249514906,33145487066.0,False,€€,48.851296,2.325062
La Rotonde,Brasseries,4.0,"105 boulevard du Montparnasse, Paris",48.8423557905769,2.32917424911591,182,1038.699161962832,33143264826.0,False,€€€,48.851296,2.325062
Les Éditeur,"French, Lounges, Brasseries",3.5,"4 carrefour de l'Odéon, Paris",48.851994,2.338499,167,986.2185041525564,33143266776.0,False,€€€,48.851296,2.325062
Le Select Montparnasse,Brasseries,3.5,"99 boulevard du Montparnasse, Paris",48.8424,2.32835,56,1018.0784270188612,33173202760.0,False,€€€,48.851296,2.325062
Café de Paris,Cafes,3.5,"10 rue de Buci, Paris",48.853873,2.337616,54,962.183683393588,33146348411.0,False,€€,48.851296,2.325062
Le Saint Germain,Brasseries,4.0,"62 rue du Bac, Paris",48.85581,2.32531,32,506.90680360206704,33145489969.0,False,€€,48.851296,2.325062
Restaurant du Musée d'Orsay,French,3.5,"1 rue de la Légion d'Honneur, Paris",48.860175,2.326074,75,990.0238372381878,33145494703.0,False,€€€,48.851296,2.325062
Café Montparnasse,"Breakfast & Brunch, Brasseries",3.5,"8 place du 18 Juin 1940, Paris",48.84423,2.32356,30,816.3166579873866,33145489934.0,False,€€€,48.851296,2.325062
Le Hibou,"Bistros, Bars",3.0,"16 carrefour de l'Odéon, Paris",48.8515168,2.338431,89,978.4996483778934,33143549691.0,False,€€€,48.851296,2.325062
Le Mabillon,Brasseries,2.5,"164 boulevard Saint-Germain, Paris",48.85333,2.33575,141,822.2755721295733,33143266293.0,False,€€€,48.851296,2.325062
Le Pré,"Cocktail Bars, Beer Bar, Cafes",5.0,"4 rue du Four, Paris",48.85301,2.33514,10,765.8754185650096,33140469322.0,False,€€€,48.851296,2.325062
Le Bonaparte,"French, Cafes",3.5,"42 rue Bonaparte, Paris",48.8545,2.33362,79,720.3985730215205,33143264281.0,False,€€,48.851296,2.325062
